generation,pokemon_variant,pokemon_name,sprite_type,sprite_url
6,None,Chespin,,https://projectpokemon.org/images/normal-sprite/chespin.gif
6,None,Chespin,,https://projectpokemon.org/images/shiny-sprite/chespin.gif
6,None,Quilladin,,https://projectpokemon.org/images/normal-sprite/quilladin.gif
6,None,Quilladin,,https://projectpokemon.org/images/shiny-sprite/quilladin.gif
6,None,Chesnaught,,https://projectpokemon.org/images/normal-sprite/chesnaught.gif
6,None,Chesnaught,,https://projectpokemon.org/images/shiny-sprite/chesnaught.gif
6,None,Fennekin,,https://projectpokemon.org/images/normal-sprite/fennekin.gif
6,None,Fennekin,,https://projectpokemon.org/images/shiny-sprite/fennekin.gif
6,None,Braixen,,https://projectpokemon.org/images/normal-sprite/braixen.gif
6,None,Braixen,,https://projectpokemon.org/images/shiny-sprite/braixen.gif
6,None,Delphox,,https://projectpokemon.org/images/normal-sprite/delphox.gif
6,None,Delphox,,https://projectpokemon.org/images/shiny-sprite/delphox.gif
6,None,Froakie,,https://projectpokemon.org/images/normal-sprite/froakie.gif
6,None,Froakie,,https://projectpokemon.org/images/shiny-sprite/froakie.gif
6,None,Frogadier,,https://projectpokemon.org/images/normal-sprite/frogadier.gif
6,None,Frogadier,,https://projectpokemon.org/images/shiny-sprite/frogadier.gif
6,None,Greninja,,https://projectpokemon.org/images/normal-sprite/greninja.gif
6,None,Greninja,,https://projectpokemon.org/images/shiny-sprite/greninja.gif
6,Active,Greninja,,https://projectpokemon.org/images/normal-sprite/greninja-active.gif
6,Active,Greninja,,https://projectpokemon.org/images/shiny-sprite/greninja-active.gif
6,None,Bunnelby,,https://projectpokemon.org/images/normal-sprite/bunnelby.gif
6,None,Bunnelby,,https://projectpokemon.org/images/shiny-sprite/bunnelby.gif
6,None,Diggersby,,https://projectpokemon.org/images/normal-sprite/diggersby.gif
6,None,Diggersby,,https://projectpokemon.org/images/shiny-sprite/diggersby.gif
6,None,Fletchling,,https://projectpokemon.org/images/normal-sprite/fletchling.gif
6,None,Fletchling,,https://projectpokemon.org/images/shiny-sprite/fletchling.gif
6,None,Fletchinder,,https://projectpokemon.org/images/normal-sprite/fletchinder.gif
6,None,Fletchinder,,https://projectpokemon.org/images/shiny-sprite/fletchinder.gif
6,None,Talonflame,,https://projectpokemon.org/images/normal-sprite/talonflame.gif
6,None,Talonflame,,https://projectpokemon.org/images/shiny-sprite/talonflame.gif
6,None,Scatterbug,,https://projectpokemon.org/images/normal-sprite/scatterbug.gif
6,None,Scatterbug,,https://projectpokemon.org/images/shiny-sprite/scatterbug.gif
6,None,Spewpa,,https://projectpokemon.org/images/normal-sprite/spewpa.gif
6,None,Spewpa,,https://projectpokemon.org/images/shiny-sprite/spewpa.gif
6,None,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon.gif
6,None,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon.gif
6,Polar,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-polar.gif
6,Polar,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-polar.gif
6,Tundra,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-tundra.gif
6,Tundra,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-tundra.gif
6,Continental,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-continental.gif
6,Continental,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-continental.gif
6,Garden,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-garden.gif
6,Garden,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-garden.gif
6,Elegant,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-elegant.gif
6,Elegant,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-elegant.gif
6,Meadow,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-meadow.gif
6,Meadow,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-meadow.gif
6,Modern,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-modern.gif
6,Modern,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-modern.gif
6,Marine,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-marine.gif
6,Marine,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-marine.gif
6,Archipelago,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-archipelago.gif
6,Archipelago,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-archipelago.gif
6,Highplains,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-highplains.gif
6,Highplains,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-highplains.gif
6,Sandstorm,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-sandstorm.gif
6,Sandstorm,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-sandstorm.gif
6,River,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-river.gif
6,River,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-river.gif
6,Monsoon,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-monsoon.gif
6,Monsoon,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-monsoon.gif
6,Savannah,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-savannah.gif
6,Savannah,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-savannah.gif
6,Sun,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-sun.gif
6,Sun,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-sun.gif
6,Ocean,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-ocean.gif
6,Ocean,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-ocean.gif
6,Jungle,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-jungle.gif
6,Jungle,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-jungle.gif
6,Fancy,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-fancy.gif
6,Fancy,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-fancy.gif
6,Pokeball,Vivillon,,https://projectpokemon.org/images/normal-sprite/vivillon-pokeball.gif
6,Pokeball,Vivillon,,https://projectpokemon.org/images/shiny-sprite/vivillon-pokeball.gif
6,None,Litleo,,https://projectpokemon.org/images/normal-sprite/litleo.gif
6,None,Litleo,,https://projectpokemon.org/images/shiny-sprite/litleo.gif
6,None,Pyroar,,https://projectpokemon.org/images/normal-sprite/pyroar.gif
6,None,Pyroar,,https://projectpokemon.org/images/shiny-sprite/pyroar.gif
6,F,Pyroar,,https://projectpokemon.org/images/normal-sprite/pyroar-f.gif
6,F,Pyroar,,https://projectpokemon.org/images/shiny-sprite/pyroar-f.gif
6,None,Flabebe,,https://projectpokemon.org/images/normal-sprite/flabebe.gif
6,None,Flabebe,,https://projectpokemon.org/images/shiny-sprite/flabebe.gif
6,Yellow,Flabebe,,https://projectpokemon.org/images/normal-sprite/flabebe-yellow.gif
6,Yellow,Flabebe,,https://projectpokemon.org/images/shiny-sprite/flabebe-yellow.gif
