generation,pokemon_variant,pokemon_name,sprite_type,sprite_url
8,None,Grookey,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/grookey.gif
8,None,Grookey,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/grookey.gif
8,None,Thwackey,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/thwackey.gif
8,None,Thwackey,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/thwackey.gif
8,None,Rillaboom,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/rillaboom.gif
8,None,Rillaboom,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/rillaboom.gif
8,None,Scorbunny,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/scorbunny.gif
8,None,Scorbunny,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/scorbunny.gif
8,None,Raboot,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/raboot.gif
8,None,Raboot,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/raboot.gif
8,None,Cinderace,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/cinderace.gif
8,None,Cinderace,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/cinderace.gif
8,None,Sobble,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/sobble.gif
8,None,Sobble,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/sobble.gif
8,None,Drizzile,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/drizzile.gif
8,None,Drizzile,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/drizzile.gif
8,None,Inteleon,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/inteleon.gif
8,None,Inteleon,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/inteleon.gif
8,None,Skwovet,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/skwovet.gif
8,None,Skwovet,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/skwovet.gif
8,None,Greedent,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/greedent.gif
8,None,Greedent,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/greedent.gif
8,None,Rookidee,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/rookidee.gif
8,None,Rookidee,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/rookidee.gif
8,None,Corvisquire,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/corvisquire.gif
8,None,Corvisquire,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/corvisquire.gif
8,None,Corviknight,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/corviknight.gif
8,None,Corviknight,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/corviknight.gif
8,Corviknight,Corviknight,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/corviknight-gigantamax.gif
8,Corviknight,Corviknight,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/corviknight-gigantamax.gif
8,None,Blipbug,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/blipbug.gif
8,None,Blipbug,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/blipbug.gif
8,None,Dottler,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/dottler.gif
8,None,Dottler,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/dottler.gif
8,None,Orbeetle,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/orbeetle.gif
8,None,Orbeetle,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/orbeetle.gif
8,Orbeetle,Orbeetle,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/orbeetle-gigantamax.gif
8,Orbeetle,Orbeetle,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/orbeetle-gigantamax.gif
8,None,Nickit,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/nickit.gif
8,None,Nickit,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/nickit.gif
8,None,Thievul,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/thievul.gif
8,None,Thievul,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/thievul.gif
8,None,Gossifleur,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/gossifleur.gif
8,None,Gossifleur,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/gossifleur.gif
8,None,Eldegoss,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/eldegoss.gif
8,None,Eldegoss,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/eldegoss.gif
8,None,Wooloo,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/wooloo.gif
8,None,Wooloo,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/wooloo.gif
8,None,Dubwool,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/dubwool.gif
8,None,Dubwool,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/dubwool.gif
8,None,Chewtle,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/chewtle.gif
8,None,Chewtle,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/chewtle.gif
8,None,Drednaw,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/drednaw.gif
8,None,Drednaw,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/drednaw.gif
8,Drednaw,Drednaw,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/drednaw-gigantamax.gif
8,Drednaw,Drednaw,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/drednaw-gigantamax.gif
8,None,Yamper,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/yamper.gif
8,None,Yamper,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/yamper.gif
8,None,Boltund,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/boltund.gif
8,None,Boltund,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/boltund.gif
8,None,Rolycoly,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/rolycoly.gif
8,None,Rolycoly,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/rolycoly.gif
8,None,Carkol,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/carkol.gif
8,None,Carkol,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/carkol.gif
8,None,Coalossal,Normal,https://projectpokemon.org/images/sprites-models/swsh-normal-sprites/coalossal.gif
8,None,Coalossal,Shiny,https://projectpokemon.org/images/sprites-models/swsh-shiny-sprites/coalossal.gif
