generation,pokemon_variant,pokemon_name,sprite_type,sprite_url
2,None,Chikorita,,https://projectpokemon.org/images/normal-sprite/chikorita.gif
2,None,Chikorita,,https://projectpokemon.org/images/shiny-sprite/chikorita.gif
2,None,Bayleef,,https://projectpokemon.org/images/normal-sprite/bayleef.gif
2,None,Bayleef,,https://projectpokemon.org/images/shiny-sprite/bayleef.gif
2,None,Meganium,,https://projectpokemon.org/images/normal-sprite/meganium.gif
2,None,Meganium,,https://projectpokemon.org/images/shiny-sprite/meganium.gif
2,F,Meganium,,https://projectpokemon.org/images/normal-sprite/meganium-f.gif
2,F,Meganium,,https://projectpokemon.org/images/shiny-sprite/meganium-f.gif
2,None,Cyndaquil,,https://projectpokemon.org/images/normal-sprite/cyndaquil.gif
2,None,Cyndaquil,,https://projectpokemon.org/images/shiny-sprite/cyndaquil.gif
2,None,Quilava,,https://projectpokemon.org/images/normal-sprite/quilava.gif
2,None,Quilava,,https://projectpokemon.org/images/shiny-sprite/quilava.gif
2,None,Typhlosion,,https://projectpokemon.org/images/normal-sprite/typhlosion.gif
2,None,Typhlosion,,https://projectpokemon.org/images/shiny-sprite/typhlosion.gif
2,None,Totodile,,https://projectpokemon.org/images/normal-sprite/totodile.gif
2,None,Totodile,,https://projectpokemon.org/images/shiny-sprite/totodile.gif
2,None,Croconaw,,https://projectpokemon.org/images/normal-sprite/croconaw.gif
2,None,Croconaw,,https://projectpokemon.org/images/shiny-sprite/croconaw.gif
2,None,Feraligatr,,https://projectpokemon.org/images/normal-sprite/feraligatr.gif
2,None,Feraligatr,,https://projectpokemon.org/images/shiny-sprite/feraligatr.gif
2,None,Sentret,,https://projectpokemon.org/images/normal-sprite/sentret.gif
2,None,Sentret,,https://projectpokemon.org/images/shiny-sprite/sentret.gif
2,None,Furret,,https://projectpokemon.org/images/normal-sprite/furret.gif
2,None,Furret,,https://projectpokemon.org/images/shiny-sprite/furret.gif
2,None,Hoothoot,,https://projectpokemon.org/images/normal-sprite/hoothoot.gif
2,None,Hoothoot,,https://projectpokemon.org/images/shiny-sprite/hoothoot.gif
2,None,Noctowl,,https://projectpokemon.org/images/normal-sprite/noctowl.gif
2,None,Noctowl,,https://projectpokemon.org/images/shiny-sprite/noctowl.gif
2,None,Ledyba,,https://projectpokemon.org/images/normal-sprite/ledyba.gif
2,None,Ledyba,,https://projectpokemon.org/images/shiny-sprite/ledyba.gif
2,F,Ledyba,,https://projectpokemon.org/images/normal-sprite/ledyba-f.gif
2,F,Ledyba,,https://projectpokemon.org/images/shiny-sprite/ledyba-f.gif
2,None,Ledian,,https://projectpokemon.org/images/normal-sprite/ledian.gif
2,None,Ledian,,https://projectpokemon.org/images/shiny-sprite/ledian.gif
2,F,Ledian,,https://projectpokemon.org/images/normal-sprite/ledian-f.gif
2,F,Ledian,,https://projectpokemon.org/images/shiny-sprite/ledian-f.gif
2,None,Spinarak,,https://projectpokemon.org/images/normal-sprite/spinarak.gif
