generation,pokemon_variant,pokemon_name,sprite_type,sprite_url
4,None,Turtwig,Normal,https://projectpokemon.org/images/normal-sprite/turtwig.gif
4,None,Turtwig,Shiny,https://projectpokemon.org/images/shiny-sprite/turtwig.gif
4,None,Grotle,Normal,https://projectpokemon.org/images/normal-sprite/grotle.gif
4,None,Grotle,Shiny,https://projectpokemon.org/images/shiny-sprite/grotle.gif
4,None,Torterra,Normal,https://projectpokemon.org/images/normal-sprite/torterra.gif
4,None,Torterra,Shiny,https://projectpokemon.org/images/shiny-sprite/torterra.gif
4,None,Chimchar,Normal,https://projectpokemon.org/images/normal-sprite/chimchar.gif
4,None,Chimchar,Shiny,https://projectpokemon.org/images/shiny-sprite/chimchar.gif
4,None,Monferno,Normal,https://projectpokemon.org/images/normal-sprite/monferno.gif
4,None,Monferno,Shiny,https://projectpokemon.org/images/shiny-sprite/monferno.gif
4,None,Infernape,Normal,https://projectpokemon.org/images/normal-sprite/infernape.gif
4,None,Infernape,Shiny,https://projectpokemon.org/images/shiny-sprite/infernape.gif
4,None,Piplup,Normal,https://projectpokemon.org/images/normal-sprite/piplup.gif
4,None,Piplup,Shiny,https://projectpokemon.org/images/shiny-sprite/piplup.gif
4,None,Prinplup,Normal,https://projectpokemon.org/images/normal-sprite/prinplup.gif
4,None,Prinplup,Shiny,https://projectpokemon.org/images/shiny-sprite/prinplup.gif
4,None,Empoleon,Normal,https://projectpokemon.org/images/normal-sprite/empoleon.gif
4,None,Empoleon,Shiny,https://projectpokemon.org/images/shiny-sprite/empoleon.gif
4,None,Starly,Normal,https://projectpokemon.org/images/normal-sprite/starly.gif
4,None,Starly,Shiny,https://projectpokemon.org/images/shiny-sprite/starly.gif
4,Starly,Starly,Normal,https://projectpokemon.org/images/normal-sprite/starly-f.gif
4,Starly,Starly,Shiny,https://projectpokemon.org/images/shiny-sprite/starly-f.gif
4,None,Staravia,Normal,https://projectpokemon.org/images/normal-sprite/staravia.gif
4,None,Staravia,Shiny,https://projectpokemon.org/images/shiny-sprite/staravia.gif
4,Staravia,Staravia,Normal,https://projectpokemon.org/images/normal-sprite/staravia-f.gif
4,Staravia,Staravia,Shiny,https://projectpokemon.org/images/shiny-sprite/staravia-f.gif
4,None,Staraptor,Normal,https://projectpokemon.org/images/normal-sprite/staraptor.gif
4,None,Staraptor,Shiny,https://projectpokemon.org/images/shiny-sprite/staraptor.gif
4,Staraptor,Staraptor,Normal,https://projectpokemon.org/images/normal-sprite/staraptor-f.gif
4,Staraptor,Staraptor,Shiny,https://projectpokemon.org/images/shiny-sprite/staraptor-f.gif
4,None,Bidoof,Normal,https://projectpokemon.org/images/normal-sprite/bidoof.gif
4,None,Bidoof,Shiny,https://projectpokemon.org/images/shiny-sprite/bidoof.gif
4,Bidoof,Bidoof,Normal,https://projectpokemon.org/images/normal-sprite/bidoof-f.gif
4,Bidoof,Bidoof,Shiny,https://projectpokemon.org/images/shiny-sprite/bidoof-f.gif
4,None,Bibarel,Normal,https://projectpokemon.org/images/normal-sprite/bibarel.gif
4,None,Bibarel,Shiny,https://projectpokemon.org/images/shiny-sprite/bibarel.gif
4,Bibarel,Bibarel,Normal,https://projectpokemon.org/images/normal-sprite/bibarel-f.gif
